Order_ID,Customer_Age,Customer_Type,Restaurant_Type,Cuisine_Type,Delivery_Distance_KM,Delivery_Time_Min,Order_Value_USD,Item_Count,Weather_Condition,Traffic_Level,Customer_Rating,Complaint_Flag,Refund_Flag,Revenue_USD,Profit_USD,City,Month,Quarter,Demand_Score,Churn_Risk
ORD0071619,58,Premium,Cloud Kitchen,Indian,20.55,25,17.26,9,Stormy,Low,4.6,0,0,48.78,-0.06,Singapore,9,3,45.58,30.36
ORD0022325,22,Returning,Cafe,Chinese,11.57,113,32.85,3,Rainy,Low,3.8,0,0,38.32,-0.48,Singapore,4,2,49.59,15.84
ORD0116649,52,Returning,Cafe,Italian,2.39,94,82.65,9,Stormy,High,1.6,0,0,381.28,57.19,Sydney,11,4,66.89,41.45
ORD0016112,33,Returning,Fast Food,Indian,14.34,71,263.74,13,Stormy,Medium,1.8,1,0,399.61,-12.77,New York,8,3,35.52,45.53
ORD0009522,69,Premium,Restaurant,Italian,19.84,51,205.85,10,Sunny,Low,2.7,0,1,53.29,17.09,Mumbai,5,2,2.11,45.47
ORD0077778,36,Returning,Fast Food,Indian,15.53,17,212.48,13,Cloudy,Low,4.1,0,0,273.44,38.94,Sydney,10,4,37.35,90.14
ORD0082647,57,Premium,Cloud Kitchen,Mexican,2.01,18,51.13,2,Cloudy,High,1.1,0,0,376.7,-16.99,Singapore,3,1,78.32,33.68
ORD0045397,43,Returning,Fast Food,Italian,21.92,80,247.04,9,Stormy,Medium,4.6,0,0,164.09,82.27,Singapore,2,1,47.25,88.83
ORD0063797,49,Premium,Cafe,Indian,8.18,60,52.18,5,Stormy,High,4.1,0,0,138.74,155.12,New York,2,1,80.33,95.69
ORD0140940,62,Returning,Cafe,Italian,23.21,16,295.9,14,Stormy,Medium,2.3,0,0,245.28,56.93,Singapore,7,3,25.17,88.04
ORD0022182,55,Returning,Restaurant,Chinese,24.9,85,156.16,6,Cloudy,High,2.2,0,0,357.25,59.68,New York,2,1,22.46,99.23
ORD0075415,37,Returning,Cafe,Italian,16.75,32,256.37,4,Sunny,Low,1.3,0,0,164.7,175.96,Mumbai,1,1,36.41,92.02
ORD0146332,63,New,Cafe,Italian,16.03,31,135.96,8,Rainy,High,2.6,0,0,148.76,154.46,Mumbai,10,4,68.38,30.95
ORD0118553,53,Returning,Cloud Kitchen,Chinese,24.92,104,31.87,13,Rainy,Medium,3.2,0,0,379.85,115.76,Sydney,11,4,16.95,69.17
ORD0118112,30,Premium,Restaurant,Italian,23.55,40,83.93,2,Cloudy,High,3.9,0,0,57.32,174.5,Sydney,1,1,91.0,90.23
ORD0112598,19,Premium,Fast Food,Mexican,12.38,72,9.64,5,Sunny,High,3.2,1,0,44.28,30.1,Singapore,7,3,25.06,26.87
ORD0088490,23,New,Cloud Kitchen,Mexican,18.15,77,283.3,3,Rainy,Low,1.4,0,0,23.75,133.98,Mumbai,2,1,76.26,19.33
ORD0094669,26,Returning,Cloud Kitchen,Italian,2.48,61,222.25,12,Rainy,Medium,4.5,0,0,73.72,-1.99,Singapore,7,3,9.22,87.07
ORD0144117,23,Returning,Cafe,Italian,13.82,86,23.19,10,Rainy,Low,4.8,0,0,149.17,81.29,New York,7,3,52.91,45.31
ORD0027428,20,Returning,Fast Food,Chinese,10.66,25,193.51,10,Sunny,Low,1.4,0,0,41.71,139.43,Mumbai,4,2,74.23,8.53
ORD0032491,31,Premium,Cloud Kitchen,Mexican,19.11,40,94.17,11,Stormy,Low,1.2,0,0,397.93,63.79,Mumbai,2,1,59.98,80.43
ORD0054922,37,Premium,Cloud Kitchen,Chinese,15.78,66,185.84,8,Stormy,High,3.2,0,0,491.13,46.12,Sydney,5,2,12.5,72.5
ORD0025058,49,New,Restaurant,Italian,18.79,119,224.45,6,Sunny,High,2.5,0,0,199.57,-15.58,Singapore,2,1,74.94,56.32
ORD0030578,42,Premium,Restaurant,Italian,8.66,35,76.73,3,Sunny,Low,2.8,0,0,277.25,130.76,London,4,2,71.96,84.74
ORD0102139,63,New,Restaurant,Indian,1.41,32,125.23,6,Cloudy,Medium,3.1,1,0,103.08,22.72,Sydney,3,1,51.71,53.84
ORD0112003,69,Returning,Fast Food,Chinese,22.19,114,5.02,4,Sunny,Low,2.7,0,0,216.16,52.71,Sydney,4,2,78.08,72.54
ORD0010179,21,New,Cafe,Chinese,7.64,19,239.27,13,Cloudy,Low,4.8,0,0,443.08,25.91,London,2,1,50.36,51.63
ORD0082282,30,New,Cafe,Italian,3.22,112,54.28,7,Stormy,High,2.0,0,0,256.02,-16.25,New York,7,3,6.68,88.94
ORD0109586,33,New,Fast Food,Italian,12.37,117,167.42,4,Cloudy,High,2.9,0,0,462.58,140.3,London,10,4,47.73,50.88
ORD0021723,48,New,Cafe,Italian,14.43,68,149.53,4,Cloudy,Medium,2.9,0,0,57.25,31.71,London,6,2,24.35,33.73
ORD0106413,69,New,Cloud Kitchen,Mexican,8.52,109,271.96,1,Rainy,High,2.6,0,0,128.43,85.09,London,1,1,49.67,14.26
ORD0035255,26,New,Fast Food,Mexican,8.13,37,53.71,11,Sunny,Medium,2.3,0,0,334.4,-14.23,Sydney,11,4,42.63,38.78
ORD0011907,68,Returning,Cafe,Chinese,4.42,33,91.28,10,Rainy,Low,4.4,0,0,191.55,190.79,Mumbai,7,3,82.32,82.88
ORD0000648,46,Returning,Cloud Kitchen,Chinese,9.61,16,121.51,2,Rainy,Low,1.6,0,0,203.72,32.58,New York,4,2,99.44,14.28
ORD0067289,73,Returning,Cloud Kitchen,Indian,15.38,87,40.41,9,Cloudy,Low,4.3,1,0,125.74,98.85,Mumbai,1,1,76.7,17.34
ORD0134186,18,Premium,Restaurant,Mexican,4.11,48,82.29,1,Rainy,Low,2.8,0,0,405.58,174.78,Singapore,2,1,35.23,92.08
ORD0105254,69,New,Restaurant,Indian,0.51,41,33.86,9,Cloudy,High,4.3,0,0,454.4,31.01,Singapore,11,4,42.01,9.78
ORD0025088,62,Returning,Cafe,Italian,19.23,103,150.24,2,Stormy,Medium,4.7,0,0,272.75,17.02,New York,11,4,33.8,77.31
ORD0091228,59,New,Cafe,Italian,10.86,56,195.55,3,Rainy,Medium,3.3,0,0,51.84,14.64,Sydney,11,4,77.01,29.9
ORD0091014,27,Returning,Restaurant,Mexican,19.6,46,72.65,1,Rainy,Low,2.4,0,0,208.86,63.9,New York,1,1,80.13,0.77
ORD0008287,55,Premium,Cafe,Indian,20.41,61,118.05,12,Cloudy,High,2.2,1,0,349.13,130.31,Singapore,10,4,45.68,89.44
ORD0082493,48,Premium,Restaurant,Italian,15.96,64,152.76,9,Stormy,Low,2.9,0,0,223.58,156.58,New York,7,3,65.39,77.27
ORD0097834,21,Returning,Cloud Kitchen,Italian,3.72,42,110.42,13,Stormy,Medium,1.6,0,0,25.65,56.09,Mumbai,8,3,85.88,30.91
ORD0086491,33,Returning,Cafe,Chinese,6.75,69,107.85,7,Rainy,Medium,4.9,0,1,446.77,154.21,New York,3,1,63.24,71.33
ORD0123152,20,Premium,Cafe,Mexican,1.64,59,200.68,8,Sunny,High,1.3,0,0,159.03,67.56,Sydney,3,1,28.98,18.2
ORD0041273,56,Premium,Fast Food,Italian,6.94,63,67.59,13,Sunny,Medium,3.4,0,0,443.06,85.11,Singapore,1,1,0.96,61.01
ORD0112004,52,Premium,Fast Food,Chinese,19.54,86,169.99,3,Sunny,High,3.1,0,0,396.47,124.74,Mumbai,10,4,38.91,22.94
ORD0024696,48,New,Restaurant,Mexican,4.13,112,158.48,7,Sunny,Low,4.0,0,0,223.69,192.57,New York,4,2,60.86,42.7
ORD0092750,68,Returning,Restaurant,Mexican,16.03,101,289.75,6,Cloudy,Low,2.8,0,0,376.1,86.47,London,12,4,26.74,24.7
ORD0071547,53,New,Restaurant,Indian,8.18,61,72.33,14,Sunny,Medium,1.4,0,0,367.38,116.7,Singapore,11,4,32.91,7.28
ORD0144416,44,Premium,Fast Food,Chinese,10.28,27,224.02,2,Stormy,Medium,3.2,0,0,12.25,142.33,Mumbai,8,3,8.9,10.92
ORD0105998,67,New,Cafe,Indian,20.77,83,60.72,7,Stormy,Low,1.6,0,0,343.81,-8.57,New York,7,3,88.36,13.61
ORD0100432,22,New,Cloud Kitchen,Italian,22.54,11,19.79,4,Sunny,Medium,1.3,1,0,316.03,127.98,London,8,3,8.64,88.66
ORD0035623,26,New,Restaurant,Mexican,19.49,117,239.48,11,Rainy,Low,4.5,0,0,322.67,28.3,London,10,4,63.21,77.97
ORD0045359,50,Premium,Cloud Kitchen,Indian,6.24,74,117.53,9,Cloudy,Medium,3.0,0,0,89.82,56.01,Mumbai,10,4,73.1,45.73
ORD0010307,40,Returning,Restaurant,Indian,3.28,50,227.04,6,Cloudy,High,3.6,0,0,285.28,133.1,Mumbai,7,3,38.78,92.63
ORD0121296,55,Premium,Restaurant,Chinese,16.77,39,118.61,7,Stormy,High,4.2,0,0,237.13,-0.11,London,8,3,78.13,18.66
ORD0115665,70,Premium,Fast Food,Mexican,17.28,65,206.15,2,Rainy,Medium,4.0,0,0,279.86,141.98,Sydney,5,2,54.07,4.31
ORD0136683,70,Premium,Cafe,Chinese,24.37,72,169.88,13,Stormy,Medium,3.7,0,0,331.7,196.18,Mumbai,3,1,86.6,55.25
ORD0007766,46,New,Cloud Kitchen,Chinese,9.96,50,86.87,2,Sunny,Low,4.9,0,0,237.55,107.67,London,5,2,5.24,26.24
ORD0051388,53,Returning,Fast Food,Mexican,2.64,91,290.66,5,Cloudy,Low,4.2,0,0,422.44,121.04,Mumbai,8,3,48.63,17.73
ORD0147398,65,Premium,Fast Food,Chinese,23.91,80,143.04,5,Sunny,Medium,1.1,0,0,59.87,12.87,New York,8,3,64.77,78.52
ORD0082501,55,New,Fast Food,Chinese,13.65,96,87.01,6,Sunny,Medium,2.9,0,1,219.11,182.43,Mumbai,9,3,88.44,65.07
ORD0127545,61,Returning,Cloud Kitchen,Chinese,13.32,70,87.12,14,Rainy,High,1.4,0,0,8.29,182.32,Mumbai,12,4,16.96,71.94
ORD0108131,40,Returning,Cafe,Italian,2.4,119,41.51,7,Cloudy,Low,3.9,0,0,382.35,196.07,Mumbai,11,4,47.6,94.29
ORD0030663,51,Returning,Restaurant,Chinese,21.16,17,276.22,13,Sunny,Medium,3.1,0,0,180.3,163.44,Sydney,11,4,46.41,93.07
ORD0114529,55,Premium,Restaurant,Mexican,23.46,41,77.58,7,Cloudy,Medium,1.4,0,0,90.03,174.07,London,11,4,78.58,63.39
ORD0009139,58,Returning,Fast Food,Italian,24.47,38,178.42,3,Stormy,Low,4.5,0,0,204.3,173.55,Singapore,6,2,55.09,8.84
ORD0088119,59,New,Cloud Kitchen,Indian,3.53,88,175.0,1,Cloudy,High,2.9,0,0,405.72,64.91,Singapore,12,4,3.46,74.31
ORD0077389,68,Returning,Cafe,Italian,8.75,110,89.27,7,Cloudy,Low,3.7,0,1,123.51,52.68,New York,1,1,41.13,45.18
ORD0114245,62,Returning,Cafe,Indian,16.7,27,43.57,2,Cloudy,High,3.9,0,0,486.13,136.35,New York,3,1,34.38,82.58
ORD0148817,57,Returning,Fast Food,Chinese,8.3,54,31.5,4,Stormy,Medium,4.2,0,0,333.25,114.33,New York,9,3,91.85,36.06
ORD0032091,62,New,Fast Food,Indian,0.7,18,177.53,7,Stormy,Medium,3.4,0,0,28.85,134.53,Singapore,10,4,52.4,98.46
ORD0098483,45,New,Cloud Kitchen,Indian,15.14,80,105.07,6,Rainy,Low,4.0,1,0,200.99,0.75,London,7,3,42.43,45.95
ORD0119471,52,New,Restaurant,Chinese,21.46,76,204.69,14,Rainy,High,1.3,0,0,430.52,166.45,London,8,3,25.09,39.58
ORD0118101,48,Returning,Cafe,Italian,2.84,34,200.11,14,Stormy,Medium,4.2,0,0,315.2,169.1,Mumbai,1,1,91.4,74.98
ORD0002000,36,Returning,Cloud Kitchen,Italian,14.96,76,125.5,3,Stormy,Medium,3.3,0,0,226.65,84.73,Sydney,5,2,95.05,51.13
ORD0123286,19,New,Cloud Kitchen,Chinese,20.08,70,203.7,2,Stormy,Low,4.6,0,0,259.55,26.83,London,3,1,86.35,60.27
ORD0089848,18,Premium,Fast Food,Mexican,22.27,102,119.0,14,Sunny,High,4.3,0,0,203.72,24.44,London,3,1,92.6,97.23
ORD0060962,52,Premium,Cloud Kitchen,Indian,17.72,79,14.01,8,Stormy,Medium,3.8,0,0,385.67,86.81,Sydney,6,2,75.61,49.27
ORD0123277,50,New,Cloud Kitchen,Chinese,11.3,108,165.73,9,Rainy,High,1.2,0,0,455.92,71.23,New York,8,3,14.68,61.33
ORD0117406,27,Premium,Fast Food,Chinese,9.18,80,88.98,10,Rainy,Low,1.7,0,0,228.48,2.45,New York,6,2,1.85,92.99
ORD0132149,38,Premium,Fast Food,Mexican,2.01,73,89.98,5,Sunny,Low,3.4,0,0,321.87,-8.8,Mumbai,4,2,2.95,22.71
ORD0076285,65,New,Cloud Kitchen,Indian,20.84,80,196.32,7,Rainy,Medium,1.1,0,0,384.49,-5.6,Sydney,7,3,17.5,22.87
ORD0058668,33,New,Cafe,Chinese,12.57,119,78.79,12,Cloudy,Low,1.2,0,0,273.29,168.84,Sydney,2,1,38.09,67.42
ORD0082044,63,Returning,Restaurant,Chinese,21.61,111,18.02,8,Sunny,High,4.7,0,0,238.8,154.98,London,12,4,89.04,77.33
ORD0092233,60,New,Fast Food,Chinese,3.31,100,19.8,5,Cloudy,Medium,2.6,0,0,149.86,0.84,Sydney,2,1,28.91,23.3
ORD0053938,34,Premium,Cafe,Italian,13.29,78,73.74,3,Rainy,Low,2.4,0,0,133.33,162.28,London,9,3,57.86,42.66
ORD0009977,50,Returning,Cafe,Italian,11.6,82,176.28,5,Stormy,Medium,2.4,0,0,311.93,133.75,New York,4,2,19.82,17.74
ORD0032678,19,New,Fast Food,Indian,12.07,104,274.38,4,Rainy,Medium,3.7,0,0,276.11,89.09,Singapore,3,1,13.1,39.56
ORD0110118,29,Premium,Fast Food,Mexican,21.6,23,123.36,9,Rainy,High,4.8,0,0,216.61,142.06,New York,2,1,61.5,23.29
ORD0122458,71,New,Cafe,Mexican,1.66,71,26.19,13,Sunny,High,1.9,0,1,462.92,171.6,New York,4,2,99.11,14.07
ORD0055069,34,New,Cloud Kitchen,Chinese,14.05,111,255.61,2,Cloudy,High,2.8,0,0,319.53,-6.31,Mumbai,8,3,48.42,43.72
ORD0032164,47,Premium,Fast Food,Italian,21.26,103,122.45,4,Stormy,Medium,1.2,0,0,196.21,135.15,New York,1,1,18.56,89.94
ORD0027658,34,New,Cloud Kitchen,Italian,7.4,36,88.26,11,Cloudy,High,2.5,0,0,21.92,0.98,New York,3,1,19.9,18.13
ORD0057189,65,Premium,Cafe,Chinese,7.17,23,112.57,7,Stormy,High,3.3,0,0,5.65,177.74,New York,5,2,10.68,89.01
ORD0149152,23,Premium,Fast Food,Mexican,6.76,91,234.81,6,Sunny,High,3.9,0,0,452.27,162.59,Mumbai,10,4,94.03,37.55
ORD0063317,59,New,Cloud Kitchen,Indian,20.34,116,298.2,2,Cloudy,Medium,2.8,0,0,434.76,8.52,Singapore,4,2,12.64,33.51
ORD0051494,64,New,Restaurant,Mexican,11.31,108,294.0,3,Cloudy,Medium,4.5,1,0,182.47,125.44,London,9,3,39.99,52.02
ORD0042907,66,New,Restaurant,Italian,8.14,110,285.18,5,Rainy,High,4.1,0,0,457.31,182.08,New York,1,1,86.64,0.1
ORD0061338,52,Returning,Fast Food,Italian,15.04,30,114.37,9,Sunny,Medium,3.1,0,0,210.45,184.67,Singapore,9,3,0.27,54.31
ORD0032764,70,Returning,Cloud Kitchen,Chinese,22.25,111,63.53,11,Cloudy,Low,4.4,0,0,67.39,127.37,New York,8,3,7.99,28.76
ORD0017600,49,Premium,Fast Food,Indian,6.73,63,294.92,8,Stormy,Low,4.2,0,0,205.01,124.11,London,9,3,52.69,68.55
ORD0004475,46,New,Cloud Kitchen,Chinese,1.76,15,48.35,10,Stormy,High,1.5,0,0,302.88,143.6,Mumbai,7,3,59.16,53.82
ORD0005736,50,Premium,Cloud Kitchen,Indian,8.33,12,272.51,12,Rainy,Low,1.6,0,0,25.46,190.98,Mumbai,4,2,60.11,33.57
ORD0024654,59,Returning,Restaurant,Mexican,11.89,96,10.8,7,Stormy,Low,2.1,0,0,112.15,150.69,Sydney,2,1,83.15,74.31
ORD0025636,21,Premium,Cafe,Mexican,7.52,15,271.79,8,Cloudy,Low,1.6,0,0,113.06,33.55,Singapore,3,1,32.22,9.52
ORD0061968,59,Premium,Cloud Kitchen,Indian,19.37,49,277.99,5,Sunny,Medium,2.0,1,0,400.67,184.91,Singapore,3,1,81.43,40.83
ORD0090234,34,Premium,Cafe,Mexican,9.39,99,231.66,5,Cloudy,High,4.7,0,0,349.59,-8.73,Sydney,9,3,94.06,50.1
ORD0079425,27,New,Cafe,Indian,1.72,16,213.17,13,Cloudy,Medium,3.2,0,0,195.81,-10.29,New York,1,1,17.88,16.99
ORD0033943,30,Premium,Restaurant,Indian,23.6,115,25.06,12,Rainy,Low,1.7,0,0,305.19,83.51,Singapore,8,3,12.86,68.52
ORD0035818,74,Premium,Restaurant,Mexican,24.86,50,96.96,11,Sunny,Medium,3.8,0,0,290.38,100.94,Sydney,8,3,24.8,81.17
ORD0149927,46,Returning,Cafe,Mexican,5.15,18,119.79,13,Rainy,High,2.4,0,0,350.49,87.04,New York,4,2,86.43,58.34
ORD0093530,32,Premium,Fast Food,Chinese,6.01,90,267.62,5,Cloudy,High,1.7,0,1,380.79,129.84,London,5,2,45.2,66.02
ORD0134707,33,Returning,Cloud Kitchen,Indian,23.85,81,243.43,4,Rainy,Medium,2.7,0,0,74.85,159.16,Mumbai,5,2,90.7,27.52
ORD0003300,33,New,Cloud Kitchen,Indian,18.52,83,272.32,3,Cloudy,Low,3.1,0,0,91.48,118.78,Mumbai,11,4,16.5,51.94
ORD0083232,54,New,Fast Food,Italian,6.22,118,149.68,13,Sunny,High,3.6,1,0,101.36,-1.6,Mumbai,3,1,73.17,7.68
ORD0135234,30,Returning,Cafe,Italian,21.03,96,255.16,4,Stormy,Low,4.7,0,0,413.42,108.83,Singapore,2,1,97.76,74.0
ORD0009365,56,New,Cloud Kitchen,Chinese,17.63,18,268.31,1,Cloudy,Medium,1.1,0,0,183.49,49.63,New York,5,2,74.67,65.02
ORD0055216,50,New,Cafe,Indian,16.36,18,139.93,1,Sunny,Medium,1.1,1,0,429.35,64.72,London,7,3,93.44,78.83
ORD0056071,40,Returning,Fast Food,Chinese,3.88,66,74.9,7,Rainy,High,4.7,0,0,333.14,114.84,Singapore,1,1,35.94,16.0
ORD0103231,39,New,Fast Food,Mexican,14.84,63,247.03,8,Cloudy,High,4.3,0,0,7.93,145.37,New York,2,1,7.34,72.4
ORD0011338,66,Premium,Cloud Kitchen,Mexican,18.14,14,140.04,13,Sunny,Low,3.9,0,0,255.76,173.82,Mumbai,3,1,69.92,41.08
ORD0101181,73,Returning,Restaurant,Mexican,23.74,27,63.19,11,Sunny,Medium,1.9,0,0,34.02,117.4,Sydney,12,4,35.26,29.52
ORD0021628,33,Premium,Restaurant,Mexican,0.54,49,154.68,5,Stormy,High,3.7,0,0,496.2,175.26,Singapore,10,4,65.51,8.09
ORD0146796,36,Premium,Restaurant,Chinese,13.29,49,164.11,1,Stormy,High,3.8,0,0,98.86,-16.82,Mumbai,4,2,96.85,32.46
ORD0051609,39,Returning,Cloud Kitchen,Chinese,4.36,78,202.91,12,Sunny,High,3.6,1,0,338.11,189.2,Mumbai,8,3,20.79,32.06
ORD0091450,61,Returning,Fast Food,Indian,0.73,16,200.2,4,Cloudy,Low,3.9,0,0,191.51,86.52,London,4,2,52.81,3.49
ORD0111281,44,Premium,Restaurant,Chinese,9.49,52,208.57,5,Stormy,High,3.8,0,0,441.99,45.91,Sydney,7,3,11.91,55.98
ORD0002946,35,New,Cloud Kitchen,Italian,10.7,102,19.46,14,Rainy,Low,4.2,0,0,360.27,145.25,Mumbai,11,4,42.25,58.24
ORD0056725,29,New,Cloud Kitchen,Mexican,3.76,51,112.21,6,Rainy,Medium,4.1,0,0,247.1,173.72,Mumbai,1,1,23.76,5.97
ORD0082480,25,Returning,Restaurant,Italian,24.25,84,133.95,6,Cloudy,High,2.1,0,0,347.13,64.03,Singapore,11,4,15.27,23.36
ORD0018929,28,Premium,Restaurant,Italian,0.93,78,62.25,14,Stormy,Medium,4.0,1,0,321.76,77.55,Sydney,11,4,37.69,51.73
ORD0034877,20,New,Cafe,Mexican,22.51,22,12.79,3,Sunny,Low,1.7,0,0,342.69,11.05,Mumbai,1,1,50.72,10.39
ORD0109623,37,New,Restaurant,Italian,16.06,67,129.92,9,Stormy,Low,4.6,1,0,466.14,103.12,New York,9,3,56.35,27.15
ORD0078614,28,Returning,Cafe,Mexican,21.54,106,124.23,7,Stormy,Medium,3.6,1,0,333.02,168.5,London,12,4,86.1,17.12
ORD0035468,47,New,Cloud Kitchen,Indian,24.54,108,278.33,1,Stormy,Low,1.8,0,0,351.56,-10.82,Mumbai,11,4,70.88,7.48
ORD0087253,66,New,Fast Food,Italian,23.44,113,110.27,3,Stormy,Medium,3.7,0,0,147.27,31.95,Singapore,8,3,13.98,38.1
ORD0126602,43,New,Cafe,Chinese,17.78,53,285.99,5,Rainy,Medium,2.7,0,0,334.74,154.11,New York,7,3,63.14,69.84
ORD0017657,23,New,Cloud Kitchen,Chinese,24.28,31,6.7,1,Cloudy,Medium,3.5,1,0,369.7,-15.43,Sydney,8,3,31.44,43.87
ORD0089029,49,New,Fast Food,Indian,12.85,70,20.16,10,Cloudy,Medium,4.4,0,0,138.8,184.7,Mumbai,6,2,58.57,59.36
ORD0038531,31,New,Cafe,Italian,10.68,27,17.21,2,Rainy,Low,2.0,0,0,394.19,98.82,London,2,1,0.57,69.29
ORD0035324,60,Premium,Fast Food,Chinese,6.51,82,88.26,1,Cloudy,Medium,2.1,0,0,236.59,193.0,New York,1,1,24.77,22.6
ORD0119146,65,New,Cafe,Chinese,24.94,115,199.56,7,Cloudy,Medium,4.6,0,0,353.02,96.62,Sydney,2,1,59.62,1.66
ORD0082920,66,Returning,Restaurant,Indian,12.12,42,93.61,5,Stormy,Low,3.9,1,0,28.75,-4.47,Mumbai,5,2,16.71,98.08
ORD0130217,26,Premium,Cafe,Chinese,5.22,106,76.21,3,Cloudy,Low,3.9,0,0,178.06,77.05,Singapore,9,3,16.48,56.94
ORD0043246,54,Premium,Cloud Kitchen,Chinese,9.92,119,206.74,14,Sunny,Medium,2.0,0,0,365.44,128.5,Singapore,4,2,33.97,43.29
ORD0043654,64,New,Restaurant,Chinese,23.77,51,99.68,5,Rainy,High,1.1,0,0,259.43,109.47,New York,3,1,8.08,31.41
ORD0143055,37,Premium,Restaurant,Italian,6.8,16,116.48,12,Cloudy,Low,4.4,0,0,53.08,61.62,New York,3,1,14.52,38.26
ORD0085268,34,New,Cloud Kitchen,Chinese,16.45,36,248.86,13,Cloudy,Medium,2.3,0,0,374.01,43.15,London,8,3,93.42,11.8
ORD0147858,18,Returning,Cloud Kitchen,Italian,2.81,28,66.65,4,Sunny,High,4.6,1,0,273.32,46.1,London,12,4,50.56,95.09
ORD0148394,55,Premium,Fast Food,Italian,12.65,89,249.7,6,Cloudy,High,3.4,0,0,387.44,29.72,Sydney,6,2,43.49,5.8
ORD0148186,37,New,Cloud Kitchen,Indian,7.32,14,147.94,6,Stormy,Medium,2.6,0,0,482.09,35.86,New York,2,1,92.5,45.73
ORD0081204,38,Premium,Cafe,Indian,13.55,81,253.16,3,Stormy,High,1.6,0,0,268.74,73.58,New York,1,1,43.2,87.85
ORD0074627,47,Returning,Cafe,Mexican,2.69,29,273.45,2,Cloudy,High,4.2,0,0,189.22,3.27,Singapore,8,3,58.01,4.52
ORD0012072,74,Premium,Restaurant,Chinese,11.83,98,54.66,9,Stormy,Low,4.9,0,0,478.56,96.78,Sydney,2,1,70.49,28.93
ORD0080717,33,New,Cloud Kitchen,Indian,16.12,102,210.02,4,Stormy,Low,2.9,0,0,310.83,149.49,Singapore,11,4,40.55,58.76
ORD0022732,48,Premium,Restaurant,Indian,14.9,51,134.93,11,Cloudy,Low,4.8,0,0,21.04,97.35,Sydney,1,1,80.31,84.41
ORD0042799,65,Premium,Fast Food,Mexican,12.39,112,246.51,6,Rainy,Low,2.6,1,0,479.73,197.14,Singapore,3,1,75.84,18.92
ORD0083283,22,Premium,Cloud Kitchen,Mexican,10.99,73,66.35,13,Cloudy,Medium,4.7,1,0,80.06,173.19,New York,9,3,66.02,85.26
ORD0020613,24,Premium,Cafe,Mexican,8.66,26,13.39,6,Stormy,High,4.5,0,0,310.92,62.2,Sydney,8,3,67.5,50.76
ORD0126483,43,Premium,Restaurant,Italian,12.8,98,20.31,9,Cloudy,High,2.8,0,0,28.35,25.33,New York,8,3,81.73,51.39
ORD0131820,64,Returning,Fast Food,Indian,18.41,97,201.58,12,Rainy,Low,4.4,0,0,26.99,198.92,Singapore,4,2,61.19,57.58
ORD0132709,20,Premium,Cafe,Chinese,14.68,33,48.63,7,Sunny,High,3.4,0,0,278.14,148.18,New York,5,2,72.32,43.93
ORD0118282,51,New,Fast Food,Chinese,22.72,32,149.9,13,Rainy,High,1.8,0,0,383.82,-11.28,London,5,2,18.8,96.37
ORD0107484,48,Premium,Fast Food,Mexican,6.07,43,136.56,2,Stormy,Medium,1.5,0,0,370.07,58.85,Mumbai,4,2,58.09,93.42
ORD0106124,66,Premium,Cafe,Mexican,23.91,101,149.51,7,Stormy,Low,3.4,0,0,38.63,8.44,London,9,3,50.83,89.6
ORD0128635,52,Returning,Fast Food,Indian,19.0,59,211.62,6,Rainy,Low,1.6,0,0,481.59,5.34,Singapore,1,1,25.77,4.51
ORD0010352,57,Premium,Fast Food,Mexican,21.07,118,103.36,7,Cloudy,High,1.5,1,0,79.28,13.0,Singapore,2,1,13.35,81.09
ORD0039938,48,Returning,Fast Food,Italian,17.41,40,138.48,1,Stormy,High,3.7,0,0,160.14,142.69,Mumbai,8,3,29.21,42.38
ORD0118845,66,Premium,Cafe,Indian,17.9,12,179.91,5,Rainy,Medium,3.7,0,0,203.1,68.52,Singapore,2,1,87.79,37.32
ORD0024864,37,New,Restaurant,Indian,23.11,50,203.58,4,Rainy,Medium,3.8,1,0,117.52,4.59,Mumbai,12,4,30.94,16.51
ORD0065678,33,Premium,Restaurant,Chinese,8.1,73,206.36,6,Rainy,Medium,1.8,0,0,120.21,81.57,New York,10,4,42.09,32.52
ORD0112650,53,Premium,Fast Food,Italian,22.9,14,173.6,13,Sunny,Medium,1.3,0,1,494.72,-18.44,London,5,2,49.18,1.2
ORD0001031,62,Premium,Restaurant,Chinese,10.83,70,47.03,10,Stormy,Low,3.9,0,0,317.99,148.78,New York,2,1,85.24,64.26
ORD0012081,34,Returning,Restaurant,Chinese,9.28,31,55.54,11,Cloudy,Low,4.6,0,0,23.02,40.17,New York,11,4,85.05,36.02
ORD0036908,73,New,Restaurant,Indian,20.02,12,288.26,13,Rainy,High,3.0,1,0,379.2,189.35,Mumbai,1,1,34.04,2.05
ORD0134019,48,New,Cafe,Chinese,24.49,38,287.9,9,Cloudy,Low,1.8,0,0,143.76,20.31,Singapore,1,1,78.73,78.57
ORD0063144,22,Premium,Cloud Kitchen,Italian,24.12,29,63.84,13,Rainy,Medium,4.7,0,0,193.88,165.82,Sydney,5,2,11.47,78.46
ORD0070830,60,New,Cloud Kitchen,Chinese,16.04,119,212.88,14,Stormy,High,1.4,0,0,496.59,154.0,London,1,1,3.52,39.83
ORD0073752,51,Premium,Restaurant,Indian,2.78,92,54.2,6,Rainy,Low,3.6,0,0,471.57,83.91,London,6,2,95.05,6.33
